"YEAR","MONTH","DAY_OF_MONTH","FL_DATE","OP_UNIQUE_CARRIER","TAIL_NUM","ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","AIR_TIME","FLIGHTS","DISTANCE",
2020,5,21,2020-05-21,"WN","N944WN","SAN","San Diego, CA","SMF","Sacramento, CA","0915","0907",-8.00,"1050","1043",-7.00,79.00,1.00,480.00,
2020,5,21,2020-05-21,"WN","N921WN","SAN","San Diego, CA","SMF","Sacramento, CA","1925","1922",-3.00,"2100","2051",-9.00,75.00,1.00,480.00,
2020,5,21,2020-05-21,"WN","N919WN","SAN","San Diego, CA","STL","St. Louis, MO","1305","1308",3.00,"1830","1824",-6.00,183.00,1.00,1557.00,
2020,5,21,2020-05-21,"WN","N8583Z","SEA","Seattle, WA","OAK","Oakland, CA","1020","1015",-5.00,"1230","1210",-20.00,98.00,1.00,672.00,
2020,5,21,2020-05-21,"WN","N7748A","SEA","Seattle, WA","OAK","Oakland, CA","1305","1305",0.00,"1515","1453",-22.00,92.00,1.00,672.00,
2020,5,21,2020-05-21,"WN","N280WN","SEA","Seattle, WA","SJC","San Jose, CA","1835","1828",-7.00,"2040","2019",-21.00,99.00,1.00,696.00,
2020,5,21,2020-05-21,"WN","N7880D","SEA","Seattle, WA","SJC","San Jose, CA","0910","0904",-6.00,"1120","1102",-18.00,103.00,1.00,696.00,
2020,5,21,2020-05-21,"WN","N7747C","SEA","Seattle, WA","SMF","Sacramento, CA","1130","1128",-2.00,"1330","1309",-21.00,77.00,1.00,605.00,
2020,5,21,2020-05-21,"WN","N945WN","SFO","San Francisco, CA","BUR","Burbank, CA","1225","1218",-7.00,"1345","1322",-23.00,53.00,1.00,326.00,
2020,5,21,2020-05-21,"WN","N7715E","SFO","San Francisco, CA","DEN","Denver, CO","0920","0915",-5.00,"1305","1234",-31.00,124.00,1.00,967.00,
2020,5,21,2020-05-21,"WN","N8640D","SFO","San Francisco, CA","LAS","Las Vegas, NV","0935","0935",0.00,"1115","1046",-29.00,61.00,1.00,414.00,
2020,5,21,2020-05-21,"WN","N8565Z","SFO","San Francisco, CA","LAS","Las Vegas, NV","0700","0702",2.00,"0830","0812",-18.00,61.00,1.00,414.00,
2020,5,21,2020-05-21,"WN","N8631A","SFO","San Francisco, CA","LAS","Las Vegas, NV","1750","1746",-4.00,"1930","1855",-35.00,56.00,1.00,414.00,
2020,5,21,2020-05-21,"WN","N8605E","SFO","San Francisco, CA","LAX","Los Angeles, CA","1735","1731",-4.00,"1915","1828",-47.00,49.00,1.00,337.00,
2020,5,21,2020-05-21,"WN","N8565Z","SFO","San Francisco, CA","ONT","Ontario, CA","1310","1304",-6.00,"1445","1407",-38.00,54.00,1.00,363.00,
2020,5,21,2020-05-21,"WN","N7716A","SFO","San Francisco, CA","PHX","Phoenix, AZ","1430","1425",-5.00,"1640","1605",-35.00,90.00,1.00,651.00,
2020,5,21,2020-05-21,"WN","N8605E","SFO","San Francisco, CA","SAN","San Diego, CA","1250","1245",-5.00,"1430","1402",-28.00,68.00,1.00,447.00,
2020,5,21,2020-05-21,"WN","N421LV","SFO","San Francisco, CA","SAN","San Diego, CA","0810","0803",-7.00,"0945","0916",-29.00,65.00,1.00,447.00,
2020,5,21,2020-05-21,"WN","N247WN","SJC","San Jose, CA","BUR","Burbank, CA","1620","1618",-2.00,"1725","1713",-12.00,45.00,1.00,296.00,
2020,5,21,2020-05-21,"WN","N751SW","SJC","San Jose, CA","BUR","Burbank, CA","1945","1940",-5.00,"2045","2040",-5.00,50.00,1.00,296.00,
2020,5,21,2020-05-21,"WN","N8579Z","SJC","San Jose, CA","DEN","Denver, CO","0710","0729",19.00,"1040","1045",5.00,122.00,1.00,948.00,
2020,5,21,2020-05-21,"WN","N432WN","SJC","San Jose, CA","DEN","Denver, CO","1905","1858",-7.00,"2225","2236",11.00,143.00,1.00,948.00,
2020,5,21,2020-05-21,"WN","N8637A","SJC","San Jose, CA","LAS","Las Vegas, NV","0700","0654",-6.00,"0825","0804",-21.00,57.00,1.00,386.00,
2020,5,21,2020-05-21,"WN","N7880D","SJC","San Jose, CA","LAS","Las Vegas, NV","1200","1155",-5.00,"1325","1310",-15.00,60.00,1.00,386.00,
2020,5,21,2020-05-21,"WN","N462WN","SJC","San Jose, CA","LAS","Las Vegas, NV","0955","0950",-5.00,"1120","1109",-11.00,65.00,1.00,386.00,
2020,5,21,2020-05-21,"WN","N278WN","SJC","San Jose, CA","LAS","Las Vegas, NV","1750","1745",-5.00,"1915","1902",-13.00,55.00,1.00,386.00,
2020,5,21,2020-05-21,"WN","N432WN","SJC","San Jose, CA","LAX","Los Angeles, CA","1250","1247",-3.00,"1415","1349",-26.00,50.00,1.00,308.00,
2020,5,21,2020-05-21,"WN","N8624J","SJC","San Jose, CA","LAX","Los Angeles, CA","0705","0702",-3.00,"0830","0802",-28.00,46.00,1.00,308.00,
2020,5,21,2020-05-21,"WN","N462WN","SJC","San Jose, CA","LGB","Long Beach, CA","1745","1738",-7.00,"1900","1842",-18.00,50.00,1.00,324.00,
2020,5,21,2020-05-21,"WN","N936WN","SJC","San Jose, CA","LGB","Long Beach, CA","1505","1500",-5.00,"1620","1604",-16.00,53.00,1.00,324.00,
2020,5,21,2020-05-21,"WN","N730SW","SJC","San Jose, CA","MDW","Chicago, IL","0810","0818",8.00,"1420","1421",1.00,231.00,1.00,1838.00,
2020,5,21,2020-05-21,"WN","N8676A","SJC","San Jose, CA","ONT","Ontario, CA","0900","0855",-5.00,"1015","0954",-21.00,50.00,1.00,333.00,
2020,5,21,2020-05-21,"WN","N942WN","SJC","San Jose, CA","PDX","Portland, OR","1650","1646",-4.00,"1835","1830",-5.00,88.00,1.00,569.00,
2020,5,21,2020-05-21,"WN","N8508W","SJC","San Jose, CA","PHX","Phoenix, AZ","1925","1925",0.00,"2115","2101",-14.00,82.00,1.00,621.00,
2020,5,21,2020-05-21,"WN","N461WN","SJC","San Jose, CA","SAN","San Diego, CA","1545","1540",-5.00,"1710","1652",-18.00,62.00,1.00,417.00,
2020,5,21,2020-05-21,"WN","N280WN","SJC","San Jose, CA","SAN","San Diego, CA","1105","1101",-4.00,"1225","1216",-9.00,63.00,1.00,417.00,
2020,5,21,2020-05-21,"WN","N944WN","SJC","San Jose, CA","SAN","San Diego, CA","0715","0708",-7.00,"0835","0822",-13.00,61.00,1.00,417.00,
2020,5,21,2020-05-21,"WN","N440LV","SJC","San Jose, CA","SAN","San Diego, CA","1345","1341",-4.00,"1505","1454",-11.00,62.00,1.00,417.00,
2020,5,21,2020-05-21,"WN","N700GS","SJC","San Jose, CA","SEA","Seattle, WA","0910","0904",-6.00,"1130","1101",-29.00,102.00,1.00,696.00,
2020,5,21,2020-05-21,"WN","N440LV","SJC","San Jose, CA","SNA","Santa Ana, CA","1855","1855",0.00,"2010","2008",-2.00,59.00,1.00,342.00,
2020,5,21,2020-05-21,"WN","N966WN","SJC","San Jose, CA","SNA","Santa Ana, CA","0910","0909",-1.00,"1030","1017",-13.00,57.00,1.00,342.00,
2020,5,21,2020-05-21,"WN","N7868K","SJC","San Jose, CA","SNA","Santa Ana, CA","1435","1430",-5.00,"1555","1537",-18.00,56.00,1.00,342.00,
2020,5,21,2020-05-21,"WN","N563WN","SLC","Salt Lake City, UT","LAX","Los Angeles, CA","1555","1552",-3.00,"1655","1635",-20.00,90.00,1.00,590.00,
2020,5,21,2020-05-21,"WN","N8320J","SLC","Salt Lake City, UT","OAK","Oakland, CA","0745","0741",-4.00,"0830","0820",-10.00,85.00,1.00,588.00,
2020,5,21,2020-05-21,"WN","N923WN","SMF","Sacramento, CA","BUR","Burbank, CA","1600","1556",-4.00,"1715","1703",-12.00,56.00,1.00,358.00,
2020,5,21,2020-05-21,"WN","N919WN","SMF","Sacramento, CA","BUR","Burbank, CA","0710","0711",1.00,"0825","0816",-9.00,55.00,1.00,358.00,
2020,5,21,2020-05-21,"WN","N938WN","SMF","Sacramento, CA","DEN","Denver, CO","1820","1819",-1.00,"2135","2129",-6.00,115.00,1.00,909.00,
2020,5,21,2020-05-21,"WN","N226WN","SMF","Sacramento, CA","DEN","Denver, CO","0840","0839",-1.00,"1200","1152",-8.00,112.00,1.00,909.00,
2020,5,21,2020-05-21,"WN","N7712G","SMF","Sacramento, CA","LAS","Las Vegas, NV","0730","0730",0.00,"0855","0847",-8.00,60.00,1.00,397.00,
2020,5,21,2020-05-21,"WN","N470WN","SMF","Sacramento, CA","LAS","Las Vegas, NV","1155","1204",9.00,"1320","1313",-7.00,58.00,1.00,397.00,
2020,5,21,2020-05-21,"WN","N8673F","SMF","Sacramento, CA","LAS","Las Vegas, NV","1450","1449",-1.00,"1610","1559",-11.00,59.00,1.00,397.00,
2020,5,21,2020-05-21,"WN","N938WN","SMF","Sacramento, CA","LAX","Los Angeles, CA","1355","1352",-3.00,"1525","1506",-19.00,60.00,1.00,373.00,
2020,5,21,2020-05-21,"WN","N444WN","SMF","Sacramento, CA","LAX","Los Angeles, CA","0700","0659",-1.00,"0825","0814",-11.00,56.00,1.00,373.00,
2020,5,21,2020-05-21,"WN","N923WN","SMF","Sacramento, CA","LGB","Long Beach, CA","1155","1150",-5.00,"1320","1304",-16.00,59.00,1.00,387.00,
2020,5,21,2020-05-21,"WN","N936WN","SMF","Sacramento, CA","LGB","Long Beach, CA","0905","0902",-3.00,"1030","1017",-13.00,61.00,1.00,387.00,
2020,5,21,2020-05-21,"WN","N912WN","SMF","Sacramento, CA","LGB","Long Beach, CA","1430","1425",-5.00,"1550","1538",-12.00,61.00,1.00,387.00,
2020,5,21,2020-05-21,"WN","N219WN","SMF","Sacramento, CA","ONT","Ontario, CA","0920","0916",-4.00,"1040","1026",-14.00,56.00,1.00,390.00,
2020,5,21,2020-05-21,"WN","N7702A","SMF","Sacramento, CA","ONT","Ontario, CA","1755","1753",-2.00,"1910","1906",-4.00,59.00,1.00,390.00,
2020,5,21,2020-05-21,"WN","N934WN","SMF","Sacramento, CA","PDX","Portland, OR","1850","1844",-6.00,"2020","2006",-14.00,70.00,1.00,479.00,
2020,5,21,2020-05-21,"WN","N240WN","SMF","Sacramento, CA","PDX","Portland, OR","1005","1002",-3.00,"1135","1125",-10.00,72.00,1.00,479.00,
2020,5,21,2020-05-21,"WN","N247WN","SMF","Sacramento, CA","PHX","Phoenix, AZ","1120","1117",-3.00,"1310","1257",-13.00,83.00,1.00,647.00,
2020,5,21,2020-05-21,"WN","N912WN","SMF","Sacramento, CA","PHX","Phoenix, AZ","1820","1817",-3.00,"2005","1953",-12.00,83.00,1.00,647.00,
2020,5,21,2020-05-21,"WN","N8533S","SMF","Sacramento, CA","SAN","San Diego, CA","1600","1556",-4.00,"1725","1716",-9.00,68.00,1.00,480.00,
2020,5,21,2020-05-21,"WN","N7747C","SMF","Sacramento, CA","SAN","San Diego, CA","1410","1406",-4.00,"1535","1525",-10.00,67.00,1.00,480.00,
2020,5,21,2020-05-21,"WN","N923WN","SMF","Sacramento, CA","SAN","San Diego, CA","1950","1947",-3.00,"2115","2105",-10.00,68.00,1.00,480.00,
2020,5,21,2020-05-21,"WN","N944WN","SMF","Sacramento, CA","SAN","San Diego, CA","1125","1120",-5.00,"1250","1238",-12.00,65.00,1.00,480.00,
2020,5,21,2020-05-21,"WN","N8655D","SMF","Sacramento, CA","SAN","San Diego, CA","0905","0906",1.00,"1030","1026",-4.00,63.00,1.00,480.00,
2020,5,21,2020-05-21,"WN","N7748A","SMF","Sacramento, CA","SEA","Seattle, WA","1030","1024",-6.00,"1225","1205",-20.00,89.00,1.00,605.00,
2020,5,21,2020-05-21,"WN","N767SW","SMF","Sacramento, CA","SEA","Seattle, WA","1855","1854",-1.00,"2050","2035",-15.00,90.00,1.00,605.00,
2020,5,21,2020-05-21,"WN","N8580Z","SMF","Sacramento, CA","SNA","Santa Ana, CA","1815","1811",-4.00,"1940","1927",-13.00,61.00,1.00,404.00,
2020,5,21,2020-05-21,"WN","N452WN","SMF","Sacramento, CA","SNA","Santa Ana, CA","0910","0908",-2.00,"1040","1032",-8.00,67.00,1.00,404.00,
2020,5,21,2020-05-21,"WN","N250WN","SMF","Sacramento, CA","STL","St. Louis, MO","1300","1300",0.00,"1835","1828",-7.00,195.00,1.00,1679.00,
2020,5,21,2020-05-21,"WN","N278WN","SNA","Santa Ana, CA","DEN","Denver, CO","1140","1142",2.00,"1455","1444",-11.00,110.00,1.00,846.00,
2020,5,21,2020-05-21,"WN","N8631A","SNA","Santa Ana, CA","DEN","Denver, CO","0745","0741",-4.00,"1100","1041",-19.00,107.00,1.00,846.00,
2020,5,21,2020-05-21,"WN","N452WN","SNA","Santa Ana, CA","LAS","Las Vegas, NV","1115","1113",-2.00,"1225","1209",-16.00,45.00,1.00,226.00,
2020,5,21,2020-05-21,"WN","N7868K","SNA","Santa Ana, CA","LAS","Las Vegas, NV","1650","1646",-4.00,"1800","1741",-19.00,44.00,1.00,226.00,
2020,5,21,2020-05-21,"WN","N447WN","SNA","Santa Ana, CA","OAK","Oakland, CA","0900","0859",-1.00,"1025","1018",-7.00,68.00,1.00,371.00,
2020,5,21,2020-05-21,"WN","N219WN","SNA","Santa Ana, CA","OAK","Oakland, CA","1745","1739",-6.00,"1900","1853",-7.00,64.00,1.00,371.00,
2020,5,21,2020-05-21,"WN","N481WN","SNA","Santa Ana, CA","PHX","Phoenix, AZ","1450","1447",-3.00,"1605","1547",-18.00,51.00,1.00,338.00,
2020,5,21,2020-05-21,"WN","N966WN","SNA","Santa Ana, CA","PHX","Phoenix, AZ","1110","1105",-5.00,"1225","1207",-18.00,51.00,1.00,338.00,
2020,5,21,2020-05-21,"WN","N440LV","SNA","Santa Ana, CA","SJC","San Jose, CA","1115","1117",2.00,"1235","1226",-9.00,60.00,1.00,342.00,
2020,5,21,2020-05-21,"WN","N751SW","SNA","Santa Ana, CA","SJC","San Jose, CA","1750","1749",-1.00,"1900","1857",-3.00,58.00,1.00,342.00,
2020,5,21,2020-05-21,"WN","N462WN","SNA","Santa Ana, CA","SJC","San Jose, CA","0745","0742",-3.00,"0910","0852",-18.00,59.00,1.00,342.00,
2020,5,21,2020-05-21,"WN","N247WN","SNA","Santa Ana, CA","SMF","Sacramento, CA","0900","0854",-6.00,"1025","1017",-8.00,72.00,1.00,404.00,
2020,5,21,2020-05-21,"WN","N556WN","SNA","Santa Ana, CA","SMF","Sacramento, CA","1915","1910",-5.00,"2040","2034",-6.00,72.00,1.00,404.00,
2020,5,21,2020-05-21,"WN","N8537Z","STL","St. Louis, MO","LAX","Los Angeles, CA","0925","0921",-4.00,"1125","1111",-14.00,217.00,1.00,1592.00,
2020,5,21,2020-05-21,"WN","N8646B","STL","St. Louis, MO","SAN","San Diego, CA","0925","0918",-7.00,"1120","1102",-18.00,213.00,1.00,1557.00,
2020,5,21,2020-05-21,"WN","N470WN","STL","St. Louis, MO","SMF","Sacramento, CA","0915","0910",-5.00,"1120","1108",-12.00,226.00,1.00,1679.00,
2020,5,22,2020-05-22,"WN","N250WN","ATL","Atlanta, GA","LAX","Los Angeles, CA","1035","1031",-4.00,"1230","1219",-11.00,272.00,1.00,1947.00,
2020,5,22,2020-05-22,"WN","N8579Z","BNA","Nashville, TN","LAX","Los Angeles, CA","0900","0911",11.00,"1130","1136",6.00,249.00,1.00,1797.00,
2020,5,22,2020-05-22,"WN","N904WN","BOI","Boise, ID","OAK","Oakland, CA","1305","1303",-2.00,"1345","1332",-13.00,75.00,1.00,512.00,
2020,5,22,2020-05-22,"WN","N8664J","BUR","Burbank, CA","DEN","Denver, CO","1830","1827",-3.00,"2145","2133",-12.00,109.00,1.00,850.00,
2020,5,22,2020-05-22,"WN","N749SW","BUR","Burbank, CA","DEN","Denver, CO","1055","1055",0.00,"1410","1357",-13.00,110.00,1.00,850.00,
2020,5,22,2020-05-22,"WN","N7865A","BUR","Burbank, CA","LAS","Las Vegas, NV","1800","1758",-2.00,"1900","1902",2.00,44.00,1.00,223.00,
2020,5,22,2020-05-22,"WN","N462WN","BUR","Burbank, CA","LAS","Las Vegas, NV","1355","1359",4.00,"1505","1504",-1.00,53.00,1.00,223.00,
2020,5,22,2020-05-22,"WN","N231WN","BUR","Burbank, CA","LAS","Las Vegas, NV","1910","1903",-7.00,"2010","1956",-14.00,38.00,1.00,223.00,
2020,5,22,2020-05-22,"WN","N8312C","BUR","Burbank, CA","LAS","Las Vegas, NV","1500","1459",-1.00,"1610","1603",-7.00,42.00,1.00,223.00,
2020,5,22,2020-05-22,"WN","N281WN","BUR","Burbank, CA","OAK","Oakland, CA","1700","1657",-3.00,"1815","1806",-9.00,54.00,1.00,325.00,
2020,5,22,2020-05-22,"WN","N916WN","BUR","Burbank, CA","OAK","Oakland, CA","1100","1057",-3.00,"1220","1202",-18.00,52.00,1.00,325.00,
2020,5,22,2020-05-22,"WN","N447WN","BUR","Burbank, CA","OAK","Oakland, CA","0705","0702",-3.00,"0820","0811",-9.00,54.00,1.00,325.00,
2020,5,22,2020-05-22,"WN","N7868K","BUR","Burbank, CA","PHX","Phoenix, AZ","1110","1108",-2.00,"1245","1228",-17.00,64.00,1.00,369.00,
2020,5,22,2020-05-22,"WN","N7867A","BUR","Burbank, CA","PHX","Phoenix, AZ","1520","1517",-3.00,"1645","1656",11.00,60.00,1.00,369.00,
2020,5,22,2020-05-22,"WN","N7702A","BUR","Burbank, CA","PHX","Phoenix, AZ","0900","0855",-5.00,"1030","1002",-28.00,55.00,1.00,369.00,
2020,5,22,2020-05-22,"WN","N751SW","BUR","Burbank, CA","SFO","San Francisco, CA","1200","1155",-5.00,"1325","1304",-21.00,56.00,1.00,326.00,
2020,5,22,2020-05-22,"WN","N8684F","BUR","Burbank, CA","SJC","San Jose, CA","1145","1143",-2.00,"1255","1251",-4.00,51.00,1.00,296.00,
2020,5,22,2020-05-22,"WN","N440LV","BUR","Burbank, CA","SJC","San Jose, CA","1545","1538",-7.00,"1655","1641",-14.00,50.00,1.00,296.00,
2020,5,22,2020-05-22,"WN","N7856A","BUR","Burbank, CA","SMF","Sacramento, CA","1750","1753",3.00,"1910","1907",-3.00,58.00,1.00,358.00,
2020,5,22,2020-05-22,"WN","N945WN","BUR","Burbank, CA","SMF","Sacramento, CA","0715","0708",-7.00,"0835","0824",-11.00,61.00,1.00,358.00,
2020,5,22,2020-05-22,"WN","N8581Z","BWI","Baltimore, MD","LAX","Los Angeles, CA","0910","0911",1.00,"1150","1139",-11.00,303.00,1.00,2329.00,
2020,5,22,2020-05-22,"WN","N8672F","DAL","Dallas, TX","LAX","Los Angeles, CA","1850","1850",0.00,"2015","2001",-14.00,177.00,1.00,1246.00,
2020,5,22,2020-05-22,"WN","N8552Z","DAL","Dallas, TX","LAX","Los Angeles, CA","0900","0905",5.00,"1025","1018",-7.00,178.00,1.00,1246.00,
2020,5,22,2020-05-22,"WN","N8534Z","DAL","Dallas, TX","LAX","Los Angeles, CA","1930","1925",-5.00,"2055","2031",-24.00,175.00,1.00,1246.00,
2020,5,22,2020-05-22,"WN","N8647A","DAL","Dallas, TX","OAK","Oakland, CA","1925","1925",0.00,"2110","2109",-1.00,209.00,1.00,1468.00,
2020,5,22,2020-05-22,"WN","N454WN","DAL","Dallas, TX","SAN","San Diego, CA","0900","0858",-2.00,"1010","0958",-12.00,170.00,1.00,1182.00,
2020,5,22,2020-05-22,"WN","N8575Z","DAL","Dallas, TX","SAN","San Diego, CA","2010","2008",-2.00,"2115","2102",-13.00,167.00,1.00,1182.00,
2020,5,22,2020-05-22,"WN","N8681M","DAL","Dallas, TX","SAN","San Diego, CA","0940","0933",-7.00,"1050","1032",-18.00,168.00,1.00,1182.00,
2020,5,22,2020-05-22,"WN","N475WN","DEN","Denver, CO","BUR","Burbank, CA","1845","1842",-3.00,"2015","2007",-8.00,131.00,1.00,850.00,
2020,5,22,2020-05-22,"WN","N8664J","DEN","Denver, CO","BUR","Burbank, CA","1500","1458",-2.00,"1625","1618",-7.00,128.00,1.00,850.00,
2020,5,22,2020-05-22,"WN","N8631A","DEN","Denver, CO","LAX","Los Angeles, CA","1135","1136",1.00,"1310","1306",-4.00,124.00,1.00,862.00,
2020,5,22,2020-05-22,"WN","N8324A","DEN","Denver, CO","LAX","Los Angeles, CA","1955","1951",-4.00,"2130","2109",-21.00,125.00,1.00,862.00,
2020,5,22,2020-05-22,"WN","N8635F","DEN","Denver, CO","LAX","Los Angeles, CA","0700","0717",17.00,"0830","0831",1.00,121.00,1.00,862.00,
2020,5,22,2020-05-22,"WN","N921WN","DEN","Denver, CO","OAK","Oakland, CA","1300","1255",-5.00,"1430","1425",-5.00,134.00,1.00,957.00,
2020,5,22,2020-05-22,"WN","N8509U","DEN","Denver, CO","OAK","Oakland, CA","2030","2023",-7.00,"2200","2148",-12.00,131.00,1.00,957.00,
2020,5,22,2020-05-22,"WN","N226WN","DEN","Denver, CO","OAK","Oakland, CA","0910","0905",-5.00,"1040","1032",-8.00,131.00,1.00,957.00,
2020,5,22,2020-05-22,"WN","N8602F","DEN","Denver, CO","ONT","Ontario, CA","1515","1518",3.00,"1630","1629",-1.00,118.00,1.00,819.00,
2020,5,22,2020-05-22,"WN","N8533S","DEN","Denver, CO","ONT","Ontario, CA","2015","2013",-2.00,"2135","2126",-9.00,120.00,1.00,819.00,
2020,5,22,2020-05-22,"WN","N8303R","DEN","Denver, CO","SAN","San Diego, CA","1910","1907",-3.00,"2035","2021",-14.00,122.00,1.00,853.00,
2020,5,22,2020-05-22,"WN","N226WN","DEN","Denver, CO","SAN","San Diego, CA","1600","1555",-5.00,"1725","1712",-13.00,123.00,1.00,853.00,
2020,5,22,2020-05-22,"WN","N942WN","DEN","Denver, CO","SAN","San Diego, CA","0700","0654",-6.00,"0820","0807",-13.00,119.00,1.00,853.00,
2020,5,22,2020-05-22,"WN","N769SW","DEN","Denver, CO","SAN","San Diego, CA","1250","1248",-2.00,"1415","1400",-15.00,121.00,1.00,853.00,
2020,5,22,2020-05-22,"WN","N8549Z","DEN","Denver, CO","SFO","San Francisco, CA","0900","0858",-2.00,"1040","1030",-10.00,135.00,1.00,967.00,
2020,5,22,2020-05-22,"WN","N8518R","DEN","Denver, CO","SJC","San Jose, CA","1950","1947",-3.00,"2120","2115",-5.00,135.00,1.00,948.00,
2020,5,22,2020-05-22,"WN","N7743B","DEN","Denver, CO","SJC","San Jose, CA","1540","1545",5.00,"1705","1711",6.00,136.00,1.00,948.00,
2020,5,22,2020-05-22,"WN","N7723E","DEN","Denver, CO","SMF","Sacramento, CA","1225","1219",-6.00,"1350","1345",-5.00,132.00,1.00,909.00,
2020,5,22,2020-05-22,"WN","N278WN","DEN","Denver, CO","SMF","Sacramento, CA","0900","0902",2.00,"1025","1028",3.00,132.00,1.00,909.00,
2020,5,22,2020-05-22,"WN","N7742B","DEN","Denver, CO","SMF","Sacramento, CA","1955","1956",1.00,"2120","2117",-3.00,126.00,1.00,909.00,
2020,5,22,2020-05-22,"WN","N454WN","DEN","Denver, CO","SNA","Santa Ana, CA","1850","1936",46.00,"2015","2054",39.00,124.00,1.00,846.00,
2020,5,22,2020-05-22,"WN","N254WN","DEN","Denver, CO","SNA","Santa Ana, CA","1555","1555",0.00,"1720","1713",-7.00,125.00,1.00,846.00,
2020,5,22,2020-05-22,"WN","N7737E","GEG","Spokane, WA","OAK","Oakland, CA","0620","0619",-1.00,"0825","0809",-16.00,99.00,1.00,723.00,
2020,5,22,2020-05-22,"WN","N8315C","HNL","Honolulu, HI","OAK","Oakland, CA","0900","0850",-10.00,"1715","1700",-15.00,297.00,1.00,2409.00,
2020,5,22,2020-05-22,"WN","N8308K","HNL","Honolulu, HI","OAK","Oakland, CA","1335","1330",-5.00,"2155","2142",-13.00,298.00,1.00,2409.00,
2020,5,22,2020-05-22,"WN","N8611F","HOU","Houston, TX","LAX","Los Angeles, CA","1550","1550",0.00,"1735","1714",-21.00,191.00,1.00,1390.00,
2020,5,22,2020-05-22,"WN","N227WN","HOU","Houston, TX","LAX","Los Angeles, CA","1955","1954",-1.00,"2130","2121",-9.00,194.00,1.00,1390.00,
2020,5,22,2020-05-22,"WN","N563WN","HOU","Houston, TX","LAX","Los Angeles, CA","0905","0902",-3.00,"1040","1030",-10.00,194.00,1.00,1390.00,
2020,5,22,2020-05-22,"WN","N962WN","HOU","Houston, TX","SAN","San Diego, CA","0900","0908",8.00,"1025","1023",-2.00,181.00,1.00,1313.00,
2020,5,22,2020-05-22,"WN","N916WN","LAS","Las Vegas, NV","BUR","Burbank, CA","0855","0854",-1.00,"1005","0949",-16.00,47.00,1.00,223.00,
2020,5,22,2020-05-22,"WN","N440LV","LAS","Las Vegas, NV","BUR","Burbank, CA","1350","1344",-6.00,"1500","1447",-13.00,48.00,1.00,223.00,
2020,5,22,2020-05-22,"WN","N963WN","LAS","Las Vegas, NV","BUR","Burbank, CA","1855","1853",-2.00,"2000","1955",-5.00,47.00,1.00,223.00,
2020,5,22,2020-05-22,"WN","N231WN","LAS","Las Vegas, NV","BUR","Burbank, CA","1700","1654",-6.00,"1805","1750",-15.00,46.00,1.00,223.00,
2020,5,22,2020-05-22,"WN","N8312C","LAS","Las Vegas, NV","BUR","Burbank, CA","1300","1259",-1.00,"1410","1355",-15.00,43.00,1.00,223.00,
2020,5,22,2020-05-22,"WN","N563WN","LAS","Las Vegas, NV","LAX","Los Angeles, CA","1325","1325",0.00,"1440","1426",-14.00,46.00,1.00,236.00,
2020,5,22,2020-05-22,"WN","N935WN","LAS","Las Vegas, NV","LAX","Los Angeles, CA","1600","1555",-5.00,"1715","1651",-24.00,44.00,1.00,236.00,
2020,5,22,2020-05-22,"WN","N939WN","LAS","Las Vegas, NV","LAX","Los Angeles, CA","2040","2036",-4.00,"2150","2130",-20.00,42.00,1.00,236.00,
2020,5,22,2020-05-22,"WN","N8626B","LAS","Las Vegas, NV","LAX","Los Angeles, CA","2015","2016",1.00,"2125","2106",-19.00,40.00,1.00,236.00,
2020,5,22,2020-05-22,"WN","N8557Q","LAS","Las Vegas, NV","LAX","Los Angeles, CA","1455","1451",-4.00,"1610","1548",-22.00,44.00,1.00,236.00,
2020,5,22,2020-05-22,"WN","N7747C","LAS","Las Vegas, NV","OAK","Oakland, CA","1700","1700",0.00,"1830","1823",-7.00,69.00,1.00,407.00,
2020,5,22,2020-05-22,"WN","N8573Z","LAS","Las Vegas, NV","OAK","Oakland, CA","1310","1308",-2.00,"1440","1434",-6.00,70.00,1.00,407.00,
2020,5,22,2020-05-22,"WN","N8651A","LAS","Las Vegas, NV","OAK","Oakland, CA","1055","1053",-2.00,"1225","1215",-10.00,70.00,1.00,407.00,
2020,5,22,2020-05-22,"WN","N421LV","LAS","Las Vegas, NV","ONT","Ontario, CA","1850","1849",-1.00,"1950","1951",1.00,36.00,1.00,197.00,
2020,5,22,2020-05-22,"WN","N7749B","LAS","Las Vegas, NV","SAN","San Diego, CA","1950","1948",-2.00,"2100","2047",-13.00,44.00,1.00,258.00,
2020,5,22,2020-05-22,"WN","N461WN","LAS","Las Vegas, NV","SAN","San Diego, CA","1455","1503",8.00,"1610","1607",-3.00,47.00,1.00,258.00,
2020,5,22,2020-05-22,"WN","N416WN","LAS","Las Vegas, NV","SAN","San Diego, CA","1105","1100",-5.00,"1215","1159",-16.00,46.00,1.00,258.00,
2020,5,22,2020-05-22,"WN","N8560Z","LAS","Las Vegas, NV","SFO","San Francisco, CA","0940","0939",-1.00,"1120","1102",-18.00,70.00,1.00,414.00,
2020,5,22,2020-05-22,"WN","N951WN","LAS","Las Vegas, NV","SFO","San Francisco, CA","1745","1740",-5.00,"1920","1900",-20.00,69.00,1.00,414.00,
